Id;Country;StartDate;EndDate;Type;RegionalScope;Name;Comment
73ad96ef-1b41-4ea0-8ce3-03e213855ee8;BG;2019-12-21;2020-01-05;School;National;BG Коледна ваканция,DE Weihnachtsferien,EN Christmas holidays;
d406756e-8939-4d3c-8987-8c2be6243077;BG;2020-02-05;2020-02-05;School;National;BG Междусрочна ваканция,DE Winterferien,EN Winter holidays;
38b3d722-8a95-4bdf-b586-b4d23556de6e;BG;2020-04-11;2020-04-20;School;National;BG Пролетна ваканция,DE Frühlingsferien,EN Spring holidays;BG I-XI клас,DE Klassen 1-11,EN Grade 1-11
175bc4a0-7b4f-44bf-9669-1ca31b296f8f;BG;2020-04-16;2020-04-20;School;National;BG Пролетна ваканция,DE Frühlingsferien,EN Spring holidays;BG XII клас,DE Klasse 12,EN Grade 12
b66c3149-b619-47f9-91cc-a7cba5a75d09;BG;2020-05-15;2020-09-14;School;National;BG Лятна ваканция,DE Sommerferien,EN Summer holidays;BG XII клас,DE Klasse 12,EN Grade 12
0f6162e1-e86a-4f6d-b71f-36be2f5956f2;BG;2020-05-30;2020-09-14;School;National;BG Лятна ваканция,DE Sommerferien,EN Summer holidays;BG I-III клас,DE Klassen 1-3,EN Grade 1-3
c61aedf8-bf8f-4164-a20d-ea930b8acfee;BG;2020-06-17;2020-09-14;School;National;BG Лятна ваканция,DE Sommerferien,EN Summer holidays;BG IV-VI клас,DE Klassen 4-6,EN Grade 4-6
4aac8bb2-8df8-46b4-9a02-9ec6576fb889;BG;2020-07-01;2020-09-14;School;National;BG Лятна ваканция,DE Sommerferien,EN Summer holidays;BG V-VI клас (спортни училища),DE Klassen 5-6 (Sportschulen),EN Grade 5-6 (sports schools)
4ad81eb3-38b7-41dd-a770-6a8c9e9dc298;BG;2020-07-01;2020-09-14;School;National;BG Лятна ваканция,DE Sommerferien,EN Summer holidays;BG VII-XI клас,DE Klassen 7-11,EN Grade 7-11
03af81c7-2682-4840-9045-9e86aacbadff;BG;2020-10-30;2020-11-01;School;National;BG Есенна ваканция,DE Herbstferien,EN Autumn holidays;
